"","id","name","sponsor","event","venue","place","physical_description","occasion","notes","call_number","keywords","language","date","location","location_type","currency","currency_symbol","status","page_count","dish_count","lat","lng"
"421",21065,"","UNIVERSITY CLUB","DAILY MENU","SOC;","NEW YORK, NY","FOLDER; 5.50 X 9.25;","","TREMENDOUS NUMBER OF SELECTIONS AVAILABLE ON CARTE DU JOUR;","1892-055",NA,NA,"1892-04-22","University Club",NA,"Dollars","$","complete",4,166,40.7613615,-73.9756206
"422",21066,"","THIRD PANEL SHERIFF'S JURY","ANNUAL DINNER","GOVT;","DELMONICO'S [NY]","ILLUS; CARD FOLDER; 6.5 X 8.25;","0THER (ANNIV)","CHERUB; GRAPES; WINES;","1895-037",NA,NA,"1895-02-14","Third Panel Sheriff's Jury",NA,"","","complete",4,34,0,0
"423",21071,"","CORNELL ALUMNI IN NEW YORK & VICINITY","ANNUAL DINNER","EDUC;","WALDORF-ASTORIA HOTEL, NEW YORK, NY","BOOKLET; ILLUS; COL; 5.5X8.5;","ANNIVERSARY;","FRENCH; INCLUDES TOASTS, DINNER & EXECUTIVE COMMITTEE LISTINGS; DECORATIVE BORDER & DESIGN; SILK CORD ATTACHMENT;","1901-085",NA,NA,"1901-01-12","Cornell Alumni In New York & Vicinity",NA,"","","complete",8,21,40.7544956,-73.9758568
"424",21076,"","KNICKERBOCKER COTTAGE","DINNER","","456 SIXTH AVE,[NEW YORK,NY?]","CARD;5.5X5.5;","","PLACE WRITTEN BY HAND;","1901-970",NA,NA,"1901-04-20","Knickerbocker Cottage",NA,"","","complete",2,16,40.7554217,-73.9860292
"425",21080,"","OLD GUARD ALBANY ZOUAVE CADETS","DINNER","MIL;","ALBANY CLUB","FOLDER;COL;4.5X6.5;","ANNIVERSARY;","MENU IN FRENCH;WINES SERVED;2 COPIES;","1897-336",NA,NA,"1897-12-02","Old Guard Albany Zouave Cadets",NA,"","","complete",4,31,0,0
"426",21081,"","MANHATTAN CLUB","DINNER","SOCIAL CLUB","NEW YORK,NY","FOLDER","","MENU IN FRENCH","1866-001",NA,NA,"1866-10-24","Manhattan Club",NA,"","","complete",4,35,40.7648089,-73.9812315
"427",21084,"","ATTACHES OF THE SHERIFF'S OFFICE","BANQUET TO UNDER SHERIFF HENRY P. MULVANY","POL;","ARENA,THE;39 WEST 31ST STREET,[NY]","FOLDER;ILL;5X8","COMPLIMENTARY/TESTIMONIAL","WINES SERVED;NAMES LISTED;LOOSE INSERT WITH SEAL OF THE UNDER SHERIFF,NY COUNTY;","1899-233",NA,NA,"1899-03-11","Attaches Of The Sheriff's Office",NA,"","","complete",4,19,41.1472342,-73.9945993
"428",21090,"","AZTEC CLUB","DINNER","SOC;","SHERRY'S NY","BROADSIDE; ILLUS; 3.75 X 6;","ANNIVERSARY;","WINES LISTED;","1899-619",NA,NA,"1899-10-13","Aztec Club",NA,"","","complete",2,26,40.7326569,-73.991097
"429",21094,"","HAMILTON CLUB","ANNUAL DINNER","SOC;","DYKER MEADOW GOLF CLUB, NY","BOOKLET; COL; 8 X 5.5;","COMPLIMENTARY/TESTIMONIAL","4 PAGES OF SONGS; GUEST LIST; BUFF STOCK; RED CORD TIE;","1907-156",NA,NA,"1907-02-02","Hamilton Club",NA,"","","complete",12,13,40.608768,-74.032303
"430",21099,"","NEW YORK UNIVERSITY ALUMNI ASSOCIATION","DINNER","EDUC;","SHERRY'S NY","BROADSIDE; 2.75 X 4.5;","","MENU IN FRENCH;","1899-796",NA,NA,"1899-12-05","New York University Alumni Association",NA,"","","complete",2,8,40.7341699,-74.002778
"431",21100,"","ST. ANDREW'S SOCIETY OF THE STATE OF NEW YORK","138TH ANNIVERSARY","SOC;","DELMONICO'S, NEW YORK, NY","FOLDER; ILLUS; COL; 5.2X8.7;","RITE (ANNIVERSARY);","FRENCH; SIGNIA OF ST. ANDREW'S ON COVER, MEN IN SCOTTISH KILTS ON BACK COVER INCLUDES TOASTS AND PRICED WINE LIST;","1894-113",NA,NA,"1894-11-30","St. Andrew's Society Of The State Of New York",NA,"Dollars","$","complete",4,45,40.759155,-73.9695533
"432",21103,"","NEW YORK PIANO MANUFACTURERS' ASSOCIATION","DINNER","COMMERCIAL","MURRAY HILL HOTEL, THE, NEW YORK, NY","BOOKLET; ILLUS; COL; 4X6;","","INCLUDES COCKTAILS AND WINES SERVED WITH INDIVIDUAL COURSES; HOTEL SEAL ON COVER;","1906-733",NA,NA,"1906-10-03","New York Piano Manufacturers' Association",NA,"","","complete",4,23,40.737911,-73.996837
"433",21106,"","CORTLAND NORMAL ALUMNI","ANNUAL BANQUET","EDUC;","VENDOME HOTEL,NYC","BOOKLET; 5.5X8;","ANNUAL;","SPEAKERS INCLUDED;LIST OF ALUMNI ATTENDING WITH THEIR ADDRESSES & DATE OF GRADUATION;","1906-427",NA,NA,"1906-04-28","Cortland Normal Alumni",NA,"","","complete",4,20,40.8615212,-74.1985491
"434",21113,"","HOTEL EMPIRE","LUNCHEON","COMMERCIAL","NY","BROADSHEET;ILL;COL;5.5X8;","DAILY;","PRICED WINE LIST;","1900-565",NA,NA,"1900-01-28","Hotel Empire",NA,"Dollars","$","complete",2,242,40.7714959,-73.9826673
"435",21117,"","CATARACT AND INTERNATIONAL HOTELS COMPANY","DAILY MENU, LUNCHEON","COMMERCIAL","NIAGARA FALLS, NY","FOLDER; ILLUS; COL; 5X8;","","PRICED WINES LISTED ON BOTTOM; COVER ON BLUE STOCK; ART DECOISH PRINT ON COVER; INVITATION TO ""WITNESS THE INTERESTING PROCESS OF MANUFACTURE OF SHREDDED WHOLE WHEAT BISCUIT"" ON BACK;","1905-647",NA,NA,"1905-08-10","Cataract And International Hotels Company",NA,"Dollars","$","complete",4,46,0,0
"436",21131,"","THE LINCOLN CLUB","ANNUAL BANQUET IN COMMEMORATION OF THE 98TH ANNIVERSARY OF THE BIRTH OF ABRAHAM LINCOLN","SOC;","BROOKLYN, NY","FOLDER; ILLUS; COL; 8.25X11;","PATRIOTIC HOLIDAY;","WINES LISTED; PHOTO OF LINCOLN; ILLUSTRATION OF LINCOLN CLUB; TOASTS LISTED; PRINTED ON BROWN STOCK;","1907-214",NA,NA,"1907-02-12","The Lincoln Club",NA,"","","complete",6,21,40.771184,-73.9805236
"437",21133,"","NY CITY HOTEL ASSOCIATION","6TH ANNUAL BANQUET","COMMERCIAL","DELMONICO'S NY","FOLDER;ILLUS;7X8.75;","ANNUAL DINNER","LIST OF SPEAKERS;","1895-005",NA,NA,"1895-01-10","Ny City Hotel Association",NA,"","","complete",4,37,40.757672,-73.974219
"438",21136,"","INERNATIONAL COMMITTEE OF YOUNG MEN'S CHRISTIAN ASSOCIATIONS","TWENTY-SIXTH ANNUAL DINNER","SOC;","WALDORF-ASTORIA, THE, NEW YORK, NY","BROADSIDE; ILLUS; COL; 4.25X6.25;","ANNIVERSARY;","MENU IN FRENCH; ONLY APOLLINARIS SERVED; HOTEL SEAL AT TOP OF MENU;","1907-925",NA,NA,"1907-10-31","Inernational Committee Of Young Men's Christian Associations",NA,"","","complete",2,19,0,0
"439",21139,"","DELTA CHAPTER OF THETA PHI FRATERNITY","(DINNER)","GK","HAGGERTY'S HOTEL,WEST WINFIELD,(NY)","FOLDER; ILL; COL; 3.5X6","","TOASTS LISTED","1889-065",NA,NA,"1889-08-12","Delta Chapter Of Theta Phi Fraternity",NA,"","","complete",4,17,40.499387,-74.4492195
"440",21140,"","MAGYAR PARASZT LAKOMA","NEW YEAR'S DINNER","","GRAND CENTRAL PALACE, NEW YORK [NY]","CARD; ILLUS; 6 X 8.75;","SECULAR HOLIDAY;","MENU IN HUNGARIAN; ORNAMENTAL BORDER OF MAN WITH BIRDS AND ANIMALS;","1899-003",NA,NA,"1899-01-01","Magyar Paraszt Lakoma",NA,"","","complete",2,9,0,0
"441",21143,"","NEW YORK STATE BAR ASSOCIATION","30TH ANNUAL MEETING","PROF;","THE TEN EYCK, ALBANY, NY","FOLDER; COL; 5.5X8.25;","ANNIVERSARY;","WINES LISTED; TOASTS, MUSICAL PROGRAM, OFFICERS AND COMMITTEES LISTED;","1907-087",NA,NA,"1907-01-16","New York State Bar Association",NA,"","","complete",8,28,40.7839352,-73.9786219
"442",21151,"","UNION LEAGUE CLUB","DINNER","SOC;","[NY]","CARD;ILLUS;COL;4.25X6.5;","ANNIVERSARY;","RED RIBBON TRIM;MENU IN FRENCH;ALL WINES & LIQUORS LISTED WITH COURSE;","1892-128",NA,NA,"1892-11-03","Union League Club",NA,"","","complete",2,25,40.7489557,-73.9803779
"443",21152,"","AMERICAL CHEMICAL SOCIETY","25TH ANNIVERSARY BANQUET","PROF;","HOTEL SAVOY,NEW YORK,NY","FOLDER;CARD;5X7.75;","ANNIVERSARY;","MENU CARD SEPARATE FROM FOLDER WITH TOASTS;FRENCH MENU;","1901-915",NA,NA,"1901-04-13","American Chemical Society",NA,"","","complete",6,17,40.7553119,-73.9817189
"444",21153,"","SPORTSMANS CLUB","DINNER","SOC;","POWERS HOTEL' PALMYRA NY","FOLDER; 3.75 X 6;","OTHER (SOC);","WINE LIST TO BE REQUESTED FROM WAITER;","1890-099",NA,NA,"1890-11-13","Sportsmans Club",NA,"","","complete",4,29,40.6127768,-74.1847482
"445",21155,"","THE HAMILTON CLUB","DINNER IN HONOR OF HON. JAMES T. STRANHAN","SOC;","THE HAMILTON CLUB, BROOKLYN NY","CARD; ILLUS; 5.5X8;","COMPLIMENTARY/TESTIMONIAL","FRENCH; SKETCH OF ALEXANDER HAMILTON;","1888-082",NA,NA,"1888-12-13","The Hamilton Club",NA,"","","complete",2,16,40.608768,-74.032303
"446",21156,"","EDWARD SMITH & CO.","DINNER GIVEN TO THEIR SALESMEN","COMMERCIAL","TRANSPORTATION CLUB, NEW YORK, NY","BROADSIDE; ILLUS; COL; 4.25X6.75;","COMPLIMENTARY/TESTIMONIAL","SEAL AT TOP OF MENU;","1898-416",NA,NA,"1898-12-22","Edward Smith & Co.",NA,"","","complete",2,20,40.6756487,-73.9692209
"447",21157,"","SILSBE & SON OYSTER & CHOP HOUSE","BILL OF FARE","COMMERCIAL","203-5 SIXTH AVE. NY","FOLDER; ILLUS BORDER; COL; 7 X 11;","DAILY","PRICES LISTED; COMPLETE WINE LIST ON BACK;","1900-106",NA,NA,"1900-01-10","Silsbe & Son Oyster & Chop House",NA,"Dollars","$","complete",2,174,0,0
"448",21159,"","SOCIETY OF COLONIAL WARS IN THE STATE OF NEW JERSEY","MENU","PAT;","WALDORF-ASTORIA, NEW YORK, NY","BROADSIDE; ILLUS; COL; 3.25X5;","","MENU IN FRENCH; SOCIETY SEAL AT TOP OF MENU;","1907-913",NA,NA,"1907-10-26","Society Of Colonial Wars In The State Of New Jersey",NA,"","","complete",2,8,40.768856,-73.960018
"449",21161,"","ORIENTAL HOTEL","DINNER","COMMERCIAL","MANHATTAN BEACH, L.I. NY","CARD; ILLUS; 5 X 7;","","SAME FORMAT AND ILLUSTRATION AS 1893-098","1893-099",NA,NA,"1893-08-22","Oriental Hotel",NA,"","","complete",2,52,40.7688844,-73.983044
"450",21166,"","?","DINNER","OTHER (PRIVATE PARTY?);","SHERRY'S [NY]","CARD; 3.5 X 6;","OTHER (SOC?);","FRENCH; WINES; GOLD MONOGRAM G.E.?;","1899-679",NA,NA,"1899-11-06","?",NA,"","","complete",2,25,0,0
"451",21167,"","NORDDEUTSCHER LLOYD","DINNER","COMMERCIAL","EN ROUTE-BREMEN TO NY","BOOKLET;ILLUS;COL;5.5X7.5;","DINNER","MENU IN GERMAN & ENGLISH;EVENING PROGRAM ON BACK;SEPARATE PAGE WITH PROGRAM FOR 1894/09/21;","1894-092",NA,NA,"1893-09-23","Norddeutscher Lloyd    Bremen",NA,"","","complete",5,28,0,0
"452",21172,"","ST. REGIS HOTEL","DINNER/DINER","COMMERCIAL","NEW YORK, NY","CARD; 5X8;","","FRENCH AND ENGLISH;","1906-202",NA,NA,"1906-02-20","St. Regis Hotel",NA,"Dollars","$","complete",2,176,40.7614222,-73.9747694
"453",21176,"","ST. DAVID'S BENEVOLENT SOCIETY OF THE CITIES OF NEW YORK & BROOKLYN","ANNUAL DINNER","RELIG;","WESTMINSTER HOTEL, [NEW YORK, NY?]","FOLDER; ILLUS; COL; 4.25 x 6.25;","ETH;","MENU IN WELSH; SOCIETY SEAL IN RED ON COVER; INCLUDES PROGRAM OF TOASTS AND MUSIC, ALSO LIST OF OFFICERS AND COMMITTEE MEMBERS","1889-028",NA,NA,"1889-03-01","St. David's Benevolent Society Of The Cities Of New York & Brooklyn",NA,"","","complete",4,30,40.7394311,-74.0011889
"454",21177,"","IMPERIAL HOTEL","BREAKFAST","COMMERCIAL","B'WAY & 32 ST.NY","FOLDER; ILLUS; 6.5 X9.25;","","ALL PRICES LISTED;","1900-112",NA,NA,"1900-01-10","Imperial Hotel",NA,"Dollars","$","complete",4,240,40.6765349,-73.9002933
"455",21182,"","IDEAL DINING AND LUNCH ROOM","LUNCH","COMMERCIAL","119 FIFTH AVE,[NY]","BROADSHEET;8X10;","DAILY;","DUPLICATED MENU ENTIRELY HANDWRITTEN EXCEPT FOR RUBBER STAMPED NAME OF ESTABLISHMENT;LISTING FOR COMMUTATION TICKETS $2.25 FOR $2.OO OR $4.50 FOR $4.00;TABLE D'HOTE LUNCH PRICE 25 CENTS FOR 4 COURSES;","1900-352",NA,NA,"1900-01-17","Ideal Dining And Lunch Room",NA,"","","complete",2,26,40.6921111,-73.9866369
"456",21183,"","WM.SCHWEGLER'S","DAILY MENU","COMMERCIAL","408 EAST 34 STREET,NEW YORK,NY","BROADSIDE;6X9;","DAILY;","MENU HANDWRITTEN IN PRINTED FORM;WALDHEIM'S HANDWRITTEN BY FB ABOVE WM. SCHWEGLER'S PRINTED NAME;DATE HANDWRITTEN;""RENOWNED BERIIHMTES LADIES' AND GENTS'RESTAURANT"" PRINTED;","1900-831",NA,NA,"1900-02-09","Wm.Schwegler's",NA,"Dollars","$","complete",2,21,0,0
"457",21187,"","OAK BLUFFS CLUB","COLD DINNER","COMMERCIAL","BUFFALO,NY","CARD;4.5 X 6;","","INCLUDES CHAMPAGNE;","1890-084",NA,NA,"1890-08-30","Oak Bluffs Club",NA,"","","complete",2,18,40.9152639,-73.7512541
"458",21188,"","MARTINIQUE APARTMENTS","LUNCHEON","COMMERCIAL","[NY]","BROADSIDE; COL; 4.5 X 7.5;","DAILY","HOURS FOR BREAKFAST,LUNCH,& DINNER INCLUDED;","1899-609",NA,NA,"1899-10-06","Martinique Apartments",NA,"","","complete",2,32,40.7302424,-73.9934923
"459",21191,"","GRAND COMMANDERY OF THE STAT OF NY","RECEPTION TO SIR EDWIN B.ANDERSON,GRAND CAPTAIN GENERAL","GOV;","MASONIC TEMPLE,NY","FOLDER;2.5X4;","COMPLIMENTARY/TESTIMONIAL","WINES LISTED;","1906-317",NA,NA,"1906-03-19","Grand Commandery Of The Stat Of Ny",NA,"","","complete",4,13,40.7429266,-73.9922972
"460",21193,"","A.W. DENNETT","BILL OF FARE","COMMERCIAL","NEW YORK, NY","BROADSIDE; 5X9.2","","APPEARS TO BE EARLY ""COFFEE SHOP"" TYPE RESTAURANT WITH SPECIALTIES IN OYSTERS, CLAMS AND GRIDDLE CAKES","1894-082",NA,NA,"1894-09-03","A.W. Dennett",NA,"Dollars","$","complete",2,87,0,0
"461",21194,"","NEW YORK LIFE INSURANCE COMPANY","DIAMOND JUBILEE LUNCHEON TO DELEGATES","PROF;","ASTOR GALLERY, WALDORF ASTORIA, [NEW YORK, NY]","BOOKLET; ILLUS; COL; 7 X 10.25;","ANNIVERSARY;","MENU IN FRENCH; ORNAMENTAL DESIGN ON COVER;","1905-413",NA,NA,"1905-05-23","New York Life Insurance Company",NA,"","","complete",12,18,40.7527325,-73.9757567
"462",21201,"","LE PRINCE REGENT LUITPOLD","DINER","GOV;","MUNICH,GERMANY","2 CARDS JOINED BY YELLOW RIBBON; COL; 4.75 X 8;","COMPLIMENTARY/TESTIMONIAL","MENU IN FRENCH; MUSICAL PROGRAM LISTED;","1898-060",NA,NA,"1898-01-27","Le Prince Regent Luitpold",NA,"","","complete",4,19,0,0
"463",21202,"","CHANCELLOR WALWORTH LODGE NO. 271 F.&A.M.","ANNUAL DINNER","SOC;","MURRAY HILL HOTEL [NY]","BOOKLET; ILLUS; 5.25 X 6.5;","ANNIVERSARY;","PORTRAIT OF REUBEN H. WALWORTH; WINES; SPEAKERS; MASONIC LODGE;","1897-062",NA,NA,"1897-02-20","Chancellor Walworth Lodge No. 271 F.&A.M.",NA,"","","complete",12,26,0,0
"464",21204,"","PARK AVENUE HOTEL","DINNER","COMMERCIAL","NEW YORK, NY","CARD; ILLUS; COL; 7.75X10;","","A LA CARTE MENU; SEAL AT TOP & SKETCH OF GREMLIN STIRRING PUNCH BOWL;","1901-007",NA,NA,"1901-01-01","Park Avenue Hotel",NA,"Dollars","$","complete",2,161,40.7498972,-73.9797165
"465",21208,"","COLONIAL CLUB OF NEW YORK","DINNER IN HONOR OF REAR ADMIRAL WILLIAM T. Sampson, US NAVY","SOC;","NY","BOOKLET; RIBBON TRIM; ILLUS; 7 X 9;","COMPLIMENTARY/TESTIMONIAL","MENU INCLUDES ALL WINES; SPEAKERS & COMMITTEE MEMBERS LISTED;","1899-115",NA,NA,"1899-01-07","Colonial Club Of New York",NA,"","","complete",7,31,40.7650487,-73.9686371
"466",21209,"","SINCLAIR HOUSE;","BREAKFAST;","COMMERCIAL","BROADWAY & EIGHTH STREET, [NEW YORK, NY];","FOLDER; 7.75X12.0;","","PRICED A LA CARTE MENU AND WINE LIST; EUROPEAN PLAN; ROOMS $1.00 PER DAY AND UPWARDS;","1900-409",NA,NA,"1900-01-19","Sinclair House;",NA,"Dollars","$","complete",4,307,40.7767048,-73.9635658
"467",21213,"","SHANLEY'S OYSTER HOUSES AND GRILL ROOM","BREAKFAST","COMMERCIAL","NY","FOLDER;6.5X9.25;","DAILY;","NO DATE ON NOTED ON MENU EXCEPT FOR LATER HANDWRITTEN ENTRY;","1900-351",NA,NA,"1900-01-17","Shanley's Oyster Houses And Grill Room",NA,"Dollars","$","complete",4,213,0,0
"468",21214,"","HUBEL'S RESTAURANT & HOTEL","MENU","COMMERCIAL","BROOKLYN, NY","BROADSHEET; ILLUS; 5 x 8;","","ILLUS. OF HOTEL ON COVER; ""FIFTY CENTS ONLY!""","1881-014",NA,NA,"1881-12-13","Hubel's Restaurant & Hotel",NA,"","","complete",2,11,40.8002904,-73.7339872
"469",21217,"","EVERETT HOUSE","CARTE DU JOUR","","NEW YORK,NY","BROADSHEET","DINNER MENU","INCLUDES WINE LIST","1865-002",NA,NA,"1865-11-08","Everett House",NA,"Dollars","$","complete",2,207,40.71137,-73.627194
"470",21221,"","NEW YORK ROWING CLUB","ANNUAL DINNER","SOC;","DELMONICO'S, NEW YORK, NY","BOOKLET; ILLUS; COL; 4.5X6;","ANN;","FRENCH; SILK RIBBON ATTACHMENT; HANDPAINTED FLAG ON COVER; ""MENU"" ENGRAVED IN GOLD; OFFICERS LISTED AS WELL MEMBERS' NAMES & ADDRESSES","1895-017",NA,NA,"1895-01-26","New York Rowing Club",NA,"","","complete",8,22,40.8565494,-73.921745
"471",21223,"","G.H.COOK","DINNER TO THE STICK TOGETHER CLUB","SOC;","LINCOLN CLUB - NY","BOOKLET RIBBON TRIM;5X7;","COMPLIMENTARY/TESTIMONIAL","COMPLETE DESCRIPTION OF HISTORY & PURPOSE OF THE CLUB; WINES LISTED;","1906-125",NA,NA,"1907-02-03","G.H.Cook",NA,"","","complete",8,27,40.4981958,-74.4467958
"472",21224,"","LUCULLUS CLUB","","SOC;","RECTOR'S, NEW YORK, NY","FOLDER; ILLUS; COL; 4.6X7.6;","","INCLUDES WINE LIST; MEMBERS LISTED; RESTAURANT INSIGNIA ON COVER;","1908-160",NA,NA,"1908-02-18","Lucullus Club",NA,"","","complete",4,17,40.7613615,-73.9756206
"473",21232,"","MUNICIPAL ART SOCIETY","DINNER","GOVT;","NEW YORK, NY","FOLDER; ILLUS; 5X8.25;","","MENU IN FRENCH; PROGRAM: ""GREATER NEW YORK AND ITS FUTURE POSSIBILITIES;"" SOCIETY SEAL ON COVER;","1906-961",NA,NA,"1906-12-18","Municipal Art Society",NA,"","","complete",4,18,40.7589167,-73.9752018
"474",21243,"","HENRY HAHLO & JEANNETTE WISE","WEDDING DINNER","OTHER (PRIVATE HOSTS);","DELMONICO'S, NEW YORK, NY","BOOKLET; ILLUS; COL; 5X6;","RITE","WEDDING SOUVENIR SIGNED BY BRIDE & GROOM; MENU IN FRENCH; INCLUDES WINE LIST; INCLUDES CONCERT PROGRAM WITH ""WEDDING MARCH"" COMPOSED BY OSCAR HAMMERSTEIN FOR THIS OCCASION & DEDICATD TO BRIDE; ALSO ""ORDER OF DANCES,"" DECORATIVE WREATH & CHERUBS THROUGHOUT","1898-090",NA,NA,"1898-02-16","Henry Hahlo & Jeannette Wise",NA,"","","complete",12,34,40.832147,-74.093145
"475",21248,"","HOTEL ALBERT","LUNCH","COMMERCIAL","ELEVENTH ST. AND UNIVERSITY PLACE, NEW YORK, NY","FOLDER; 6.825X10.5;","","FULLY PRICED MENU; HALF PORTION PRICES ON SELECTED ITEMS; PRICED WINE LIST;","1900-134",NA,NA,"1900-01-10","Hotel Albert",NA,"Dollars","$","complete",4,369,40.5233448,-74.3223555
"476",21249,"","HOTEL ST. REGIS","DAILY MENU, SUPPER","COMMERCIAL","NEW YORK, NY","CARD; 5X8;","","MENU IN ENGLISH ON ONE SIDE AND FRENCH ON THE BACK SIDE;","1905-769",NA,NA,"1905-10-20","Hotel St. Regis",NA,"Dollars","$","complete",2,184,40.7614222,-73.9747694
"477",21256,"","HOTEL SAVOY","DINNER","COMMERCIAL","59TH ST.& 5TH AVE.NY;","CARD;ILLUS;4.5X6.5;","?","MENU IN FRENCH;","1894-130",NA,NA,"1894-12-29","Hotel Savoy",NA,"","","complete",2,19,40.7657507,-73.9786867
"478",21267,"","THE NAVY YARD","DAILY MENU, RESTAURANT AND QUICK LUNCH","COMMERCIAL","233 SANDS STREET, BROOKLYN, NY","BROADSHEET; 7 X 11;","","PRICED MENU; ADDRESS AND DATE NOTED BY FEB; SHE ALSO NOTED THAT THERE WAS A JAPANESE PROPRIETOR;","1906-794",NA,NA,"1906-11-04","The Navy Yard",NA,"Dollars","$","complete",2,153,40.6982654,-73.9725443
"479",21268,"","THOMAS HUNTER ASSOCIATION OF GRAMMAR SCHOOL NO. 35","2ND ANNUAL DINNER","EDUC;","SHERRY'S, NY","FOLDER; PHOTO; 5.5 X 7;","ANNUAL","MENU IN FRENCH; SPEAKERS LISTED; OFFICERS & COMMITTE MEMBERS LISTED;","1898-308",NA,NA,"1898-11-12","Thomas Hunter Association Of Grammar School No. 35",NA,"","","complete",4,18,0,0
"480",21270,"","HOTEL MANHATTAN","SPECIAL SINGLE BREAKFASTS","COMMERCIAL","[NEW YORK, NY]","BROADSIDE; 5.75X9.0; COL;","","PINK PAPER; CHOICE OF 12 PRIX FIXE MENUS;","1900-477",NA,NA,"1900-01-24","Hotel Manhattan",NA,"","","complete",2,82,40.754775,-73.991067
"481",21290,"","BUFFALO CLUB","DINNER","SOC;","(BUFFALO, NY?)","FOLDER; COL; 3.5 X 5;","","TAN; FRENCH;","1897-367",NA,NA,"1897-12-28","Buffalo Club",NA,"","","complete",4,23,40.7191846,-74.0033161
"482",21311,"","PENNSYLVANIA SOCIETY","FIRST ANNUAL DINNER","SOC;","WALDORF-ASTORIA HOTEL, NEW YORK, NY","BOOKLET; ILLUS; 7.25X9;","RITE;","FRENCH; PHILADELPHIA SCRAPPLE INCLUDED; POST PRANDIAL PROGRAM & TOASTS; ALL TOASTS ITEMS FOLLOWED BY LITERARY QUOTATIONS; HISTORICAL DRAWINGS ON COVER; OFFICERS & COMMITTEE LISTED; SILK RIBBON ATTACHMENT; TWO COPIES","1899-638",NA,NA,"1899-10-31","Pennsylvania Society",NA,"","","complete",12,29,40.7242232,-73.8537372
"483",21313,"","HUBEL'S RESTAURANT AND HOTEL","DINNER","","301-309 WASHINGTON STREET BROOKLYN NY","BROADSHEET; ILLUS; 5 X 8","","ILLUS OF HOTEL; FIFTY CENTS ONLY!","1881-025",NA,NA,"1881-12-13","Hubel's Restaurant And Hotel",NA,"","","complete",2,11,40.7644691,-73.9744877
"484",21315,"","HUDSON RIVER DAY LINE","DINNER","COMMERCIAL","STEAMERS NEW YORK AND ALBANY","CARD;ILL;COL;4.75X7.25;","","THIS MENU IS A TABLE D'HOTE FOR $1.00 FOR WHICH CHILDREN OCCUPYING SEATS WILL BE CHARGED FULL PRICE;THERE IS ALSO A RESTAURANT CARD WITH PRICED ITEMS TO BE HAD;HANDWRITTEN ON BACK ""SEASON OF 1899""","1899-512",NA,NA,"1899-01-01","Hudson River Day Line",NA,"","","complete",2,23,40.762831,-74.001658
"485",21322,"","GERMAN SAVINGS BANK OF BROOKLYN","DINNER TO GEORGE H. FISHER","PROF;","HANOVER CLUB HOUSE (BROOKLYN NY?)","BOOKLET; ILLUS; COL; 5.75 X 10.5;","COMPLIMENTARY/TESTIMONIAL","COCKTAILS AND WINES, RED AND BLACK PRINT; PHOTO OF GEORGE H. FISHER;","1906-458",NA,NA,"1906-05-10","German Savings Bank Of Brooklyn",NA,"","","complete",12,24,40.6823107,-73.9604738
"486",21325,"","?","DINNER FOR BARTOLOMEO BERTINI AND MARGHERITA ANDREINI BERTINI","","(NY)","FOLDER;4.5X7;","RITE (SILVER WEDDING);","WINES SERVED;MENU IN FRENCH;NEW YORK CITY WRITTEN BY HAND;","1898-247",NA,NA,"1898-01-01","?",NA,"","","complete",4,21,0,0
"487",21327,"","ST. REGIS HOTEL","DINER/DINNER","COMMERCIAL","NEW YORK, NY","CARD; 5X8;","","MENU IN FRENCH AND ENGLISH; A LA CARTE PRICED MENU;","1905-494",NA,NA,"1905-06-21","St. Regis Hotel",NA,"Dollars","$","complete",2,150,40.7614222,-73.9747694
"488",21329,"","WINDSOR HOTEL","DINNER","COMM;","NY","FOLDER; ILLUS ON COVER; 6 X 8.5;","","PRICES LISTED FOR EACH ITEM ON MENU;","1896-186",NA,NA,"1896-10-14","Windsor Hotel",NA,"Dollars","$","complete",4,240,40.7186487,-73.9925872
"489",21330,"","HOTEL EMPIRE","DINNER","COMMERCIAL","NY","CARD;ILL;COL;5X8;","SUNDAY TABLE D'HOTE;","VIN ORDINAIRE LISTING PRICE CHANGED FROM 40 CENTS TO 50 CENTS A QUART,AND FROM 25CENTS TO 30 CENTS A PINT;","1900-567",NA,NA,"1900-01-28","Hotel Empire",NA,"","","complete",2,31,40.7714959,-73.9826673
"490",21339,"","MURRAY HILL HOTEL","[DINNER]","COMMERCIAL","NY","BROADSIDE; ILLUS; COL; 6 X 8;","","","1900-215",NA,NA,"1900-01-13","Murray Hill Hotel",NA,"","","complete",2,60,40.699073,-74.403362
"491",21343,"","CAFETERIA - LUNCH","DAILY BILL OF FARE","COMMERCIAL","57 BROAD ST. NY","FOLDER; ILLUS; 5.75 X 9.5;","DAILY","ONE PAGE ILLUSTRATED & HAS SPECIALS OF THE DAY IN SCRIPT;","1900-699",NA,NA,"1900-02-02","Cafeteria   Lunch",NA,"Dollars","$","complete",4,118,40.7405211,-73.997999
"492",21356,"","HOTEL ST. REGIS","DAILY MENU, DINNER","COMMERCIAL","NEW YORK, NY","CARD; 5X8;","","MENU IN ENGLISH ON ONE SIDE AND FRENCH ON THE BACK SIDE;","1905-775",NA,NA,"1905-10-23","Hotel St. Regis",NA,"Dollars","$","complete",2,175,40.7614222,-73.9747694
