id,place,location,date,lat,lng,location_date
23403,"SYRACUSE,NY",Plaza,1/1/1901,40.7644691,-73.9744877,"Plaza, 1901-01-01"
23418,"48 EAST 14TH STREET, UNION SQUARE, NY",Columbia Dairy Kitchen;,2/7/1900,40.8075355,-73.9625727,"Columbia Dairy Kitchen;, 1900-02-07"
23432,"NEW YORK, NY",Eastern Hotel,1/11/1900,40.7229214,-73.9893621,"Eastern Hotel, 1900-01-11"
23438,"NEW YORK, NY",St. Regis Hotel,3/9/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-03-09"
23457,"NEW YORK, NY",Hotel St. Regis,3/12/1906,40.7614222,-73.9747694,"Hotel St. Regis, 1906-03-12"
23474,"57 BROAD STREET, NY",Cafeteria Lunch,1/20/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-01-20"
23479,"NEW YORK, NY",Lowell Lunch,5/16/1907,40.7657388,-73.9692216,"Lowell Lunch, 1907-05-16"
23516,"NEW YORK, NY",Hotel St. Regis,10/25/1905,40.7614222,-73.9747694,"Hotel St. Regis, 1905-10-25"
23530,"NEW YORK, NY",South Ferry Hotel,2/6/1900,40.7046417,-74.0103215,"South Ferry Hotel, 1900-02-06"
23532,"CARLETON RESTAURANT,NEW YORK,NY",Hotel Park View,2/5/1900,40.7597433,-73.9892241,"Hotel Park View, 1900-02-05"
23559,"NEW YORK, NY",Downtown Club,1/31/1900,40.7062159,-74.0156972,"Downtown Club, 1900-01-31"
23565,"NEW YORK, NY",Waldorf Astoria Hotel,1/30/1900,40.7565217,-73.9741521,"Waldorf Astoria Hotel, 1900-01-30"
23595,NY,Waldorf Astoria Hotel,1/8/1900,40.7565217,-73.9741521,"Waldorf Astoria Hotel, 1900-01-08"
23610,"[New York, NY]",Louis Sherry,2/4/1900,40.7643133,-73.9725243,"Louis Sherry, 1900-02-04"
23644,"284 GREENWICH ST.,NY",Home Made Hotel,2/5/1900,40.754269,-73.993082,"Home Made Hotel, 1900-02-05"
23677,"NEW YORK, NY",St. Regis Hotel,6/22/1905,40.7614222,-73.9747694,"St. Regis Hotel, 1905-06-22"
23683,"[FRANKFURT, GERMANY?]",Frankfurter Courtyard,10/1/1905,40.7544948,-73.9925657,"Frankfurter Courtyard, 1905-10-01"
23701,WEST 46 ST.NYC;,Gallatin Hotel,10/8/1907,40.688746,-73.9886502,"Gallatin Hotel, 1907-10-08"
23702,NY,Cafeteria,1/25/1900,40.7405211,-73.997999,"Cafeteria, 1900-01-25"
23725,"SIXTY-SIXTH STREET & BROADWAY, NEW YORK, [NY]",Hotel Marie Antoinette,2/10/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-02-10"
23733,NY [SEVERAL LOCATIONS],Childs' Lunch Rooms,3/23/1901,40.7504266,-73.9691367,"Childs' Lunch Rooms, 1901-03-23"
23769,"BROADWAY AND 23RD STREET, NY",Flat Iron Resaurant And Cafe,12/21/1906,40.7416448,-73.9933194,"Flat Iron Resaurant And Cafe, 1906-12-21"
23792,"NEW YORK, NY",Eastern Hotel Restaurant And Cafe,2/6/1900,40.774416,-73.9631559,"Eastern Hotel Restaurant And Cafe, 1900-02-06"
23812,"[NEW YORK, NY]",Hotel Majestic,1/29/1900,40.7583523,-73.9881953,"Hotel Majestic, 1900-01-29"
23854,"NEW YORK, NY",Union Square Hotel,1/10/1900,40.7365757,-73.9885814,"Union Square Hotel, 1900-01-10"
23883,"160 SIXTH AVE,NEW YORK,NY",Home Made Lunch Room,2/5/1900,40.6787068,-74.0110455,"Home Made Lunch Room, 1900-02-05"
23892,"NEW YORK, NY",St. Regis Hotel,2/16/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-02-16"
23909,"NEW YORK, NY",Curry & Burlingame,4/26/1901,40.6400783,-73.9549373,"Curry & Burlingame, 1901-04-26"
23913,"BROADWAY & 52ND ST., NEW YORK, [NY];",Hotel Lincoln,1/23/1900,40.7714959,-73.9826673,"Hotel Lincoln, 1900-01-23"
23935,"NEW YORK, NY",St. Regis Hotel,3/6/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-03-06"
23950,"53 VESEY STREET, [NEW YORK, NY]",Spencer Dining Hall Co.,5/17/1905,40.7347156,-73.6052948,"Spencer Dining Hall Co., 1905-05-17"
24009,"57 BROAD STREET, NEW YORK, [NY]",Cafeteria Lunch,2/10/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-02-10"
24063,"NEW YORK, NY",Fifth Avenue Hotel?,10/18/1905,40.752839,-73.98095,"Fifth Avenue Hotel?, 1905-10-18"
24112,"NEW YORK, NY",City Hall Center,3/14/1901,40.7120864,-74.0078915,"City Hall Center, 1901-03-14"
24137,"NEW YORK, NY",Hotel St. Regis,2/20/1906,40.7614222,-73.9747694,"Hotel St. Regis, 1906-02-20"
24139,"NEW YORK, NY",Hotel St. Regis,3/13/1906,40.7614222,-73.9747694,"Hotel St. Regis, 1906-03-13"
24159,NY & NJ,Child's Lunch Rooms,6/17/1900,40.8845353,-73.9485994,"Child's Lunch Rooms, 1900-06-17"
24163,"[NEW YORK, NY?]",Waldorf Astoria?,1/18/1906,40.7565217,-73.9741521,"Waldorf Astoria?, 1906-01-18"
24169,"NEW YORK, NY",St. Regis Hotel,2/19/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-02-19"
24179,135 THIRD AVE. NY,Reynolds,1/18/1900,40.767777,-73.984908,"Reynolds, 1900-01-18"
24208,"NEW YORK, NY",St. Regis Hotel,3/23/1906,40.7614222,-73.9747694,"St. Regis Hotel, 1906-03-23"
24214,"NEW YORK, NY",Fifth Avenue Hotel,1/27/1900,40.752839,-73.98095,"Fifth Avenue Hotel, 1900-01-27"
24300,"114 WEST FOURTEENTH STREET, NEW YORK, NY",The Annex,12/24/1906,40.711226,-73.959969,"The Annex, 1906-12-24"
24302,"384 AND 385 WEST STREET [NEWYORK, NY]",Knickerbocker Hotel Restaurant,2/7/1900,40.7554172,-73.9862223,"Knickerbocker Hotel Restaurant, 1900-02-07"
24328,"SIXTH AVENUE BETWEEN 18TH AND 19TH STREETS, NEW YORK, NY",Siegel Cooper Co.,6/29/1905,40.7397484,-73.9939242,"Siegel Cooper Co., 1905-06-29"
24359,NY,Cafeteria Lunch,1/29/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-01-29"
24510,NY,Hotel Marie Antoinette,1/28/1900,40.4577281,-74.5105423,"Hotel Marie Antoinette, 1900-01-28"
24515,"300 PEARL STREET,NEW YORK,NY",Smith's Dining Room,4/12/1901,40.6844234,-73.9921569,"Smith's Dining Room, 1901-04-12"
24521,"NEW YORK, NY",Flat Iron Restaurant & Cafe,1/28/1907,40.7445127,-73.990465,"Flat Iron Restaurant & Cafe, 1907-01-28"
24577,"NEW YORK, NY",White's Dining Rooms,1/11/1900,40.7492158,-73.9815259,"White's Dining Rooms, 1900-01-11"
24611,141 FOURTH AVE. NY,Holland's Ladies & Gents Dining Rooms,1/18/1900,40.7516313,-73.9812655,"Holland's Ladies & Gents Dining Rooms, 1900-01-18"
24654,"61-63 EAST 59 STREET,NEW YORK,NY",Drake's Oyster House And Cafe,4/1/1901,40.8937384,-73.782121,"Drake's Oyster House And Cafe, 1901-04-01"
24676,"WALDORF-ASTORIA, NEW YORK, NY",Society Of The Genesee,1/27/1906,40.779351,-73.974115,"Society Of The Genesee, 1906-01-27"
24689,"SEASIDE AVENUE, ROCKAWAY BEACH, NY",Healy's Oyster And Chop House,1/12/1900,40.764525,-73.915959,"Healy's Oyster And Chop House, 1900-01-12"
24691,"284 GREENWICH STREET, [NY]",Buckley's Home Made Hotel,2/7/1900,40.7326143,-73.9967972,"Buckley's Home Made Hotel, 1900-02-07"
24778,"BROADWAY,NY",Metropolitan Hotel,1/17/1900,40.750143,-73.9859914,"Metropolitan Hotel, 1900-01-17"
24790,"57 BROAD STREET,NEW YORK,NY",Cafeteria Lunch,2/9/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-02-09"
24842,"NEW YOK, NY",Broadway Central Hotel,1/11/1900,40.76442,-73.982675,"Broadway Central Hotel, 1900-01-11"
24872,"6TH AVE.,I8&19 ST.,NY",Siegel Cooper Co.,3/25/1901,40.7397484,-73.9939242,"Siegel Cooper Co., 1901-03-25"
24876,NY CITY,Childs' Lunch Rooms,2/2/1900,40.7504266,-73.9691367,"Childs' Lunch Rooms, 1900-02-02"
24917,"57 BROAD STREET, NEW YORK, NY",Cafeteria Lunch,1/27/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-01-27"
24928,"108-110 WEST 38TH STREET, NEW YORK, NY",Cafe Des Ambassadeurs,6/11/1905,40.8060966,-73.9538151,"Cafe Des Ambassadeurs, 1905-06-11"
25021,"NEW YORK, NY",Park Restaurant,4/26/1901,40.744223,-74.0063139,"Park Restaurant, 1901-04-26"
25030,"NEW YORK, NY",Smith & Mc Nell,1/31/1900,40.771536,-73.981646,"Smith & Mc Nell, 1900-01-31"
25057,57 BROAD ST.NY,Cafeteria   Lunch,2/1/1900,40.7405211,-73.997999,"Cafeteria   Lunch, 1900-02-01"
25085,NY,Grand Hotel,1/10/1900,40.7620696,-73.8317982,"Grand Hotel, 1900-01-10"
25090,"BROADWAY AND 63RD ST,NY",Hotel Empire,1/17/1900,40.7714959,-73.9826673,"Hotel Empire, 1900-01-17"
25096,"57 BROAD STREET, NY",Cafeteria Lunch,1/6/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-01-06"
25128,57 BROAD STREET - NY,Cafeteria Lunch,2/8/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-02-08"
25156,NY,Collins Restaurant,10/30/1906,40.8285652,-74.4793413,"Collins Restaurant, 1906-10-30"
25178,"NINTH FLOOR RESTAURANT, NEW YORK, NY",John Wanamaker,10/28/1907,41.1122351,-74.1191107,"John Wanamaker, 1907-10-28"
25215,"BATH BEACH, BKLYN,NY",Supper's Hotel & Restaurant,7/1/1906,40.592667,-74.463497,"Supper's Hotel & Restaurant, 1906-07-01"
25226,"120 UNIVERSITY PLACE, NY, NY",Riggs' Dining Rooms,1/24/1900,40.758963,-73.979337,"Riggs' Dining Rooms, 1900-01-24"
25241,"NEW YORK, NY",John Doscher Restaurant,2/7/1900,40.7143568,-74.0374385,"John Doscher Restaurant, 1900-02-07"
25249,"NEW YORK, NY",Colombo Hotel,2/6/1900,40.6920951,-74.1813284,"Colombo Hotel, 1900-02-06"
25257,"61 CORTLANDT ST.,NY",Kalil's Restaurant,3/17/1906,40.8356996,-73.8551958,"Kalil's Restaurant, 1906-03-17"
25273,"CONVENTION HALL, BUFFALO, NY",B.P.O.E.,2/8/1907,40.5829686,-74.4875755,"B.P.O.E., 1907-02-08"
25276,"[NEW YORK, NY?]",Waldorf Astoria?,1/14/1906,40.7565217,-73.9741521,"Waldorf Astoria?, 1906-01-14"
25292,"NEW YORK, NY",Siegel Cooper Co.,10/10/1906,40.7397484,-73.9939242,"Siegel Cooper Co., 1906-10-10"
25306,"PARK ROW BUILDING, OPPOSITE POST OFFICE [NEW YORK, NY];",Haan's,1/19/1900,40.7252705,-74.000507,"Haan's, 1900-01-19"
25354,42 ST. & MAD.AVE.NY,Manhattan Hotel,11/29/1906,40.7622311,-73.9829525,"Manhattan Hotel, 1906-11-29"
25370,527 SIXTH AVE. NY,Burke's Hotel & Restaurant,1/10/1900,40.7520599,-73.9847336,"Burke's Hotel & Restaurant, 1900-01-10"
25371,"(NEW YORK, NY?)",St. Regis Hotel,6/19/1905,40.7614222,-73.9747694,"St. Regis Hotel, 1905-06-19"
25380,"NEW YORK, NY",Hotel St. Regis,1/27/1906,40.7614222,-73.9747694,"Hotel St. Regis, 1906-01-27"
25398,"NEW YORK, NY",Netherland Hotel,1/11/1900,40.7643133,-73.9725243,"Netherland Hotel, 1900-01-11"
25401,"NEW YORK, NY",St. Regis Hotel,10/24/1905,40.7614222,-73.9747694,"St. Regis Hotel, 1905-10-24"
25410,"NEW YORK, NY",United States Hotel,1/11/1900,40.75053,-73.969444,"United States Hotel, 1900-01-11"
25416,"BROADWAY AND 23RD STREET, NY",Flatiron Resaurant And Cafe,1/9/1906,40.7396323,-73.9898139,"Flatiron Resaurant And Cafe, 1906-01-09"
25484,"NEW YORK, NY",Cafeteria Lunch,1/1/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-01-01"
25498,"NEW YORK, NY",Pioneer Restaurant,1/11/1900,40.87942,-73.905481,"Pioneer Restaurant, 1900-01-11"
25514,"37 JOHN STREET, NY",Irving's Restaurant,1/20/1900,40.7966067,-74.3530305,"Irving's Restaurant, 1900-01-20"
25554,"57 BROAD STREET, NY",Cafeteria Lunch,1/22/1900,40.7405211,-73.997999,"Cafeteria Lunch, 1900-01-22"
25615,"BROADWAY AND SIXTY-THIRD STREET, NEW YORK, [NY]",Hotel Empire,1/29/1900,40.7714959,-73.9826673,"Hotel Empire, 1900-01-29"
25617,"1478 BROADWAY, [NY, NY]",Shanleys,1/24/1900,40.888467,-74.478346,"Shanleys, 1900-01-24"
25660,"HAMBURG,[GERMANY]",Restaurant Zoologischer Garten,1/27/1901,40.6652686,-73.9645236,"Restaurant Zoologischer Garten, 1901-01-27"
25687,"[NEW YORK, NY];",Fifth Avenue Hotel,1/19/1900,40.752839,-73.98095,"Fifth Avenue Hotel, 1900-01-19"
25695,"NEW YORK, NY",Fraunces' Tavern,7/9/1907,40.7033722,-74.0113732,"Fraunces' Tavern, 1907-07-09"
25766,"25 PARK ROW, NEW YORK, NY",Dennett's,1/1/1901,40.7803491,-73.9602479,"Dennett's, 1901-01-01"
25803,EN ROUTE FROM NY TO PHILADELPHIA,Pullman Company,3/23/1901,40.7471279,-73.991786,"Pullman Company, 1901-03-23"
25806,"NEW YORK, NY",Hotel St. Regis,6/10/1905,40.7614222,-73.9747694,"Hotel St. Regis, 1905-06-10"
25808,[NY],Columbia University Restaurant,2/10/1900,40.809733,-73.958608,"Columbia University Restaurant, 1900-02-10"
25880,"NEW YORK, NY",Smith & Mc Nells,3/12/1901,40.771536,-73.981646,"Smith & Mc Nells, 1901-03-12"
25986,"NEW YORK, NY",New Grand Hotel,6/14/1905,40.7620696,-73.8317982,"New Grand Hotel, 1905-06-14"
26006,"NEW YORK, NY",A.M. Sweet & Son Hotel & Restaurant,1/11/1900,40.7610427,-73.5153068,"A.M. Sweet & Son Hotel & Restaurant, 1900-01-11"
26025,[NY],Childs',1/1/1900,40.700862,-73.987472,"Childs', 1900-01-01"
26036,149 BLEECKER ST.NY,Colombo Hotel,2/3/1900,40.6920951,-74.1813284,"Colombo Hotel, 1900-02-03"
26046,"383 6TH AVE.,1476 BWAY.,1212 BWAY., NY",Shanley's Restaurant,2/13/1900,40.7124491,-74.0082925,"Shanley's Restaurant, 1900-02-13"
26048,"373-375 WEST STREET, NEW YORK, NY",Adams Hotel And Restaurant,2/7/1900,40.7425495,-74.0363604,"Adams Hotel And Restaurant, 1900-02-07"
26096,"cOR. 126TH ST. & 8TH AVENUE, [NEW YORK, NY]",Hotel Minot,2/11/1900,40.708985,-74.0091629,"Hotel Minot, 1900-02-11"
26129,16 LAFAYETTE PLACE [NY],Lafayette Place Restaurant & Cafe,2/8/1900,40.7096019,-74.0656249,"Lafayette Place Restaurant & Cafe, 1900-02-08"
26151,"WASHINGTON PLACE AND MERCER STREET, [NY]",St. Nicholas Hotel,1/22/1900,40.8307391,-73.9416976,"St. Nicholas Hotel, 1900-01-22"
26152,"BROADWAY AND 23RD STREET, NY",Flatiron Resaurant And Cafe,12/20/1906,40.7396323,-73.9898139,"Flatiron Resaurant And Cafe, 1906-12-20"
26167,"57 BROAD ST., NEW YORK, NY",Cafeteria   Lunch,1/31/1900,40.7405211,-73.997999,"Cafeteria   Lunch, 1900-01-31"
26195,57 BROAD ST. NY,Cafeteria   Lunch,1/18/1900,40.7405211,-73.997999,"Cafeteria   Lunch, 1900-01-18"
26236,PARK ROW BLDG. [NY],Haan's,1/20/1900,40.7252705,-74.000507,"Haan's, 1900-01-20"
26282,"1515 BROADWAY, [NEW YORK, NY]",The New York Quick Lunch Restaurant And Bakery,1/29/1900,40.7388564,-73.9924244,"The New York Quick Lunch Restaurant And Bakery, 1900-01-29"
26288,"(60 PINE ST., NEW YORK, NY)",Down Town Club,1/30/1900,40.7062159,-74.0156972,"Down Town Club, 1900-01-30"
